prix,vue.le,piec.,m2,ville,arrondissement,rue,titre,depuis,évol.,prix.m2
040 000€,25/11,1,5,paris,10eme ardsmnt,NA,"Appartement - studio, 5m2",08383 jours,"-033,33-33.33%",8000
044 000€,02/12,1,NA,paris,10eme ardsmnt,NA,Appartement - studio,09090 jours,,NA
044 000€,03/12,1,NA,paris,10eme ardsmnt,Rue du faubourg saint-denis          ,Appartement - studio,09090 jours,,NA
044 000€,26/11,1,NA,paris,10eme ardsmnt,Rue la fayette                       ,Appartement - studio,09999 jours,,NA
049 000€,22/11,1,NA,paris,10eme ardsmnt,Rue du faubourg saint-denis          ,Appartement - studio,04747 jours,"-010,91-10.91%",NA
044 000€,30/11,NA,5,paris,9eme ardsmnt,NA,"Appartement, 5m2",297297 jours,"-016,98-16.98%",8800
045 000€,05/12,1,7,paris,9eme ardsmnt,Rue manuel                           ,"Appartement - studio, 7m2",06565 jours,,6429
044 000€,05/12,1,NA,paris,17eme ardsmnt,NA,Appartement - studio,05151 jours,,NA
046 000€,01/12,1,NA,paris,17eme ardsmnt,NA,Appartement - studio,09696 jours,,NA
049 000€,25/11,NA,6,paris,17eme ardsmnt,NA,"Appartement, 6m2",03535 jours,,8167
049 000€,04/12,1,NA,paris,17eme ardsmnt,NA,Appartement - studio,07474 jours,"-015,52-15.52%",NA
045 000€,03/12,1,NA,paris,18eme ardsmnt,NA,Appartement - studio,05858 jours,"-014,29-14.29%",NA
045 000€,03/12,1,NA,paris,18eme ardsmnt,NA,Appartement - studio,322322 jours,,NA
046 000€,03/12,1,NA,paris,18eme ardsmnt,NA,Appartement - studio,0066 jours,,NA
046 000€,30/11,NA,7,paris,18eme ardsmnt,NA,"Appartement, 7m2",135135 jours,,6572
048 000€,25/11,1,NA,paris,18eme ardsmnt,NA,Appartement - studio,10271027 jours,,NA
049 850€,03/12,1,NA,paris,18eme ardsmnt,NA,Appartement - studio,454454 jours,,NA
053 000€,04/12,1,6,paris,9eme ardsmnt,NA,"Appartement - studio, 6m2",341341 jours,"-016,54-16.54%",8834
056 000€,05/12,1,NA,paris,15eme ardsmnt,Place charles michels                ,Appartement - studio,182182 jours,,NA
058 000€,05/12,1,6,paris,15eme ardsmnt,NA,"Appartement - studio, 6m2",164164 jours,"-017,14-17.14%",9667
058 000€,05/12,1,NA,paris,15eme ardsmnt,NA,Appartement - studio,122122 jours,"-003,33-3.33%",NA
054 000€,04/12,1,NA,paris,5eme ardsmnt,Val de grace,Appartement - studio,04848 jours,,NA
058 000€,30/11,NA,7,paris,7eme ardsmnt,NA,"Appartement, 7m2",04444 jours,,8286
058 000€,05/12,1,NA,paris,11eme ardsmnt,Bastille,Appartement - studio,001hier,,NA
050 000€,01/12,1,10,paris,16eme ardsmnt,NA,"Appartement - studio, 10m2",01414 jours,011.11(+11.11%),5000
056 200€,05/12,1,NA,paris,16eme ardsmnt,Passy,Appartement - studio,001hier,,NA
057 000€,17/11,1,NA,paris,16eme ardsmnt,NA,Appartement - studio,09696 jours,007.55(+7.55%),NA
059 000€,05/12,1,NA,paris,16eme ardsmnt,NA,Appartement - studio,09191 jours,,NA
050 000€,04/12,NA,7,paris,1er ardsmnt,NA,"Appartement, 7m2",03939 jours,,7143
050 000€,02/12,1,NA,paris,1er ardsmnt,NA,Appartement - studio,04141 jours,,NA
058 000€,02/12,1,10,paris,1er ardsmnt,Place dauphine                       ,"Appartement - studio, 10m2",05757 jours,,5800
058 000€,04/12,1,10,paris,1er ardsmnt,Place dauphine                       ,"Appartement - studio, 10m2",05757 jours,,5800
050 000€,05/12,1,7,paris,2eme ardsmnt,Galerie saint-marc                   ,"Appartement - studio, 7m2",05454 jours,,7143
051 800€,16/11,1,NA,paris,2eme ardsmnt,NA,Appartement - studio,02020 jours,,NA
056 000€,02/12,1,5,paris,8eme ardsmnt,NA,"Appartement - studio, 5m2",105105 jours,,11200
056 000€,03/12,1,NA,paris,8eme ardsmnt,NA,Appartement - studio,101101 jours,,NA
050 000€,30/11,NA,5,paris,10eme ardsmnt,République,"Appartement, 5m2",135135 jours,"-009,09-9.09%",10000
050 000€,03/12,1,NA,paris,10eme ardsmnt,NA,Appartement - studio,140140 jours,"-009,09-9.09%",NA
053 000€,30/11,NA,7,paris,10eme ardsmnt,Boulevard de strasbourg              ,"Appartement, 7m2",05757 jours,,7572
053 000€,02/12,1,NA,paris,10eme ardsmnt,NA,Appartement - studio,05050 jours,,NA
054 000€,30/11,NA,6,paris,10eme ardsmnt,NA,"Appartement, 6m2",114114 jours,"-008,47-8.47%",9000
054 000€,02/12,1,NA,paris,10eme ardsmnt,NA,Appartement - studio,118118 jours,"-008,47-8.47%",NA
054 000€,03/12,1,NA,paris,10eme ardsmnt,NA,Appartement - studio,119119 jours,"-008,47-8.47%",NA
058 300€,30/11,1,NA,paris,10eme ardsmnt,NA,Appartement - studio,06363 jours,023.26(+23.26%),NA
050 000€,30/11,NA,5,paris,9eme ardsmnt,Saint-georges,"Appartement, 5m2",04444 jours,,10000
050 000€,03/12,1,NA,paris,9eme ardsmnt,Saint-georges,Appartement - studio,201201 jours,"-009,09-9.09%",NA
050 000€,03/12,1,NA,paris,9eme ardsmnt,Avenue trudaine                      ,Appartement - studio,148148 jours,"-009,09-9.09%",NA
053 000€,29/11,NA,6,paris,9eme ardsmnt,NA,"Appartement, 6m2",01010 jours,,8834
053 000€,29/11,NA,6,paris,9eme ardsmnt,NA,"Appartement, 6m2",04444 jours,,8834
050 000€,05/12,1,NA,paris,17eme ardsmnt,NA,Appartement - studio,556556 jours,019.05(+19.05%),NA
055 000€,05/12,1,7,paris,17eme ardsmnt,NA,"Appartement - studio, 7m2",07070 jours,,7858
059 000€,05/12,1,NA,paris,17eme ardsmnt,NA,Appartement - studio,140140 jours,,NA
054 000€,03/12,1,NA,paris,18eme ardsmnt,Rue hermel                           ,Appartement - studio,04141 jours,,NA
054 000€,29/11,NA,6,paris,18eme ardsmnt,Rue hermel                           ,"Appartement, 6m2",01010 jours,,9000
054 000€,28/11,NA,6,paris,18eme ardsmnt,Rue hermel                           ,"Appartement, 6m2",01010 jours,,9000
054 000€,03/12,1,NA,paris,18eme ardsmnt,Rue hermel                           ,Appartement - studio,02727 jours,,NA
057 500€,05/12,1,7,paris,18eme ardsmnt,NA,"Appartement - studio, 7m2",320320 jours,,8215
064 320€,05/12,2,32,paris,10eme ardsmnt,Rue du faubourg saint-martin         ,"Appartement - 2 pièces, 32m2",06262 jours,"-017,26-17.26%",2010
069 000€,29/11,NA,50,paris,13eme ardsmnt,Place d'italie                       ,"Appartement, 50m2",08787 jours,,1380
069 000€,16/11,1,9,paris,14eme ardsmnt,Rue raymond losserand                ,"Appartement - studio, 9m2",02727 jours,,7667
065 000€,05/12,1,7,paris,15eme ardsmnt,Dupleix,"Appartement - studio, 7m2",06565 jours,,9286
067 000€,05/12,1,NA,paris,15eme ardsmnt,Dupleix,Appartement - studio,02222 jours,,NA
062 000€,04/12,1,NA,paris,4eme ardsmnt,Rue du renard                        ,Appartement - studio,0022 jours,,NA
066 000€,25/11,1,NA,paris,4eme ardsmnt,Rue du renard                        ,Appartement - studio,01717 jours,,NA
061 500€,21/11,2,56,paris,7eme ardsmnt,NA,"Appartement - 2 pièces, 56m2",01414 jours,,1099
064 000€,03/12,1,NA,paris,7eme ardsmnt,NA,Appartement - studio,223223 jours,-020-20.00%,NA
065 000€,03/12,1,NA,paris,7eme ardsmnt,NA,Appartement - studio,04343 jours,,NA
065 000€,25/11,1,NA,paris,7eme ardsmnt,Rue saint-dominique                  ,Appartement - studio,04444 jours,,NA
068 000€,01/12,1,NA,paris,11eme ardsmnt,NA,Appartement - studio,02929 jours,,NA
068 000€,25/11,1,NA,paris,11eme ardsmnt,NA,Appartement - studio,04444 jours,,NA
069 000€,28/11,NA,7,paris,16eme ardsmnt,NA,"Appartement, 7m2",01010 jours,,9858
069 000€,23/11,1,7,paris,16eme ardsmnt,NA,"Appartement - studio, 7m2",138138 jours,,9858
069 000€,01/12,1,NA,paris,16eme ardsmnt,NA,Appartement - studio,139139 jours,"-001,43-1.43%",NA
069 000€,05/12,1,7,paris,16eme ardsmnt,NA,"Appartement - studio, 7m2",07676 jours,,9858
066 000€,05/12,1,8,paris,8eme ardsmnt,NA,"Appartement - studio, 8m2",01111 jours,,8250
066 000€,02/12,1,NA,paris,8eme ardsmnt,NA,Appartement - studio,01818 jours,,NA
066 000€,25/11,1,NA,paris,8eme ardsmnt,NA,Appartement - studio,01818 jours,,NA
067 500€,28/11,1,NA,paris,8eme ardsmnt,NA,Appartement - studio,01919 jours,,NA
069 000€,29/11,1,NA,paris,8eme ardsmnt,NA,Appartement - studio,04848 jours,,NA
060 000€,02/12,1,10,paris,10eme ardsmnt,NA,"Appartement - studio, 10m2",0055 jours,,6000
060 000€,05/12,1,8,paris,10eme ardsmnt,Place franz liszt                    ,"Appartement - studio, 8m2",04141 jours,,7500
060 000€,03/12,1,9,paris,10eme ardsmnt,Rue du faubourg saint-martin         ,"Appartement - studio, 9m2",0066 jours,,6667
060 000€,30/11,NA,6,paris,10eme ardsmnt,République,"Appartement, 6m2",09090 jours,,10000
060 000€,29/11,NA,7,paris,10eme ardsmnt,Saint-vincent de paul,"Appartement, 7m2",08181 jours,-020-20.00%,8572
060 000€,05/12,1,8,paris,10eme ardsmnt,Porte saint denis,"Appartement - studio, 8m2",441441 jours,"-016,08-16.08%",7500
061 000€,02/12,1,7,paris,10eme ardsmnt,NA,"Appartement - studio, 7m2",284284 jours,"-007,58-7.58%",8715
062 700€,29/11,NA,6,paris,10eme ardsmnt,Rue de l'échiquier                  ,"Appartement, 6m2",192192 jours,,10450
062 700€,05/12,1,NA,paris,10eme ardsmnt,Rue de l'échiquier                  ,Appartement - studio,223223 jours,,NA
063 000€,05/12,1,NA,paris,10eme ardsmnt,Rue d'enghien                        ,Appartement - studio,428428 jours,"-007,35-7.35%",NA
065 000€,05/12,1,NA,paris,10eme ardsmnt,Rue des vinaigriers                  ,Appartement - studio,05353 jours,,NA
066 000€,05/12,1,8,paris,10eme ardsmnt,République,"Appartement - studio, 8m2",182182 jours,,8250
067 000€,28/11,1,NA,paris,10eme ardsmnt,NA,Appartement - studio,03737 jours,,NA
068 000€,02/12,1,10,paris,10eme ardsmnt,Rue des vinaigriers                  ,"Appartement - studio, 10m2",02020 jours,,6800
061 000€,03/12,1,9,paris,9eme ardsmnt,"Rochechouart
","Appartement - studio, 9m2",106106 jours,"-003,17-3.17%",6778
064 800€,29/11,1,NA,paris,9eme ardsmnt,NA,Appartement - studio,183183 jours,,NA
060 000€,04/12,1,22,paris,17eme ardsmnt,Batignolles,"Appartement - studio, 22m2",01111 jours,,2728
060 000€,01/12,1,NA,paris,17eme ardsmnt,NA,Appartement - studio,05757 jours,,NA
060 000€,04/12,1,NA,paris,17eme ardsmnt,NA,Appartement - studio,05454 jours,,NA
063 000€,05/12,1,7,paris,17eme ardsmnt,Square gabriel fauré                ,"Appartement - studio, 7m2",547547 jours,,9000
066 000€,29/11,NA,6,paris,17eme ardsmnt,NA,"Appartement, 6m2",01010 jours,,11000
067 000€,28/11,1,9,paris,17eme ardsmnt,NA,"Appartement - studio, 9m2",05555 jours,,7445
068 000€,05/12,1,8,paris,17eme ardsmnt,NA,"Appartement - studio, 8m2",222222 jours,"-012,82-12.82%",8500
069 000€,25/11,1,NA,paris,17eme ardsmnt,NA,Appartement - studio,02727 jours,-008-8.00%,NA
066 000€,21/11,1,NA,paris,19eme ardsmnt,NA,Appartement - studio,154154 jours,,NA
067 000€,28/11,NA,11,paris,19eme ardsmnt,NA,"Appartement, 11m2",01010 jours,,6091
067 000€,04/12,1,11,paris,19eme ardsmnt,NA,"Appartement - studio, 11m2",200200 jours,,6091
060 000€,04/12,2,31,paris,18eme ardsmnt,NA,"Appartement - 2 pièces, 31m2",03030 jours,-020-20.00%,1936
065 000€,04/12,1,9,paris,18eme ardsmnt,Rue hermel                           ,"Appartement - studio, 9m2",06464 jours,,7223
072 000€,16/11,1,3,paris,14eme ardsmnt,NA,"Appartement - studio, 3m2",173173 jours,,24000
072 000€,16/11,2,35,paris,14eme ardsmnt,NA,"Appartement - 2 pièces, 35m2",01919 jours,,2058
077 500€,17/11,1,NA,paris,14eme ardsmnt,NA,Appartement - studio,03838 jours,,NA
079 000€,30/11,2,35,paris,14eme ardsmnt,Rue d'alésia                        ,"Appartement - 2 pièces, 35m2",02727 jours,"-011,24-11.24%",2258
070 000€,30/11,NA,7,paris,15eme ardsmnt,NA,"Appartement, 7m2",05959 jours,,10000
071 000€,05/12,1,11,paris,15eme ardsmnt,NA,"Appartement - studio, 11m2",13491349 jours,"-016,47-16.47%",6455
079 000€,02/12,2,48,paris,15eme ardsmnt,NA,"Appartement - 2 pièces, 48m2",0055 jours,,1646
070 000€,05/12,1,NA,paris,5eme ardsmnt,Place monge                          ,Appartement - studio,05454 jours,,NA
079 000€,29/11,NA,7,paris,5eme ardsmnt,NA,"Appartement, 7m2",01010 jours,,11286
079 000€,01/12,1,NA,paris,5eme ardsmnt,NA,Appartement - studio,02424 jours,,NA
077 000€,04/12,1,7,paris,6eme ardsmnt,NA,"Appartement - studio, 7m2",214214 jours,,11000
070 000€,25/11,1,NA,paris,7eme ardsmnt,NA,Appartement - studio,102102 jours,,NA
070 000€,03/12,1,5,paris,7eme ardsmnt,NA,"Appartement - studio, 5m2",277277 jours,"-010,26-10.26%",14000
070 500€,21/11,2,54,paris,7eme ardsmnt,NA,"Appartement - 2 pièces, 54m2",01414 jours,,1306
070 000€,25/11,1,27,paris,11eme ardsmnt,NA,"Appartement - studio, 27m2",05858 jours,"-068,25-68.25%",2593
075 000€,29/11,NA,7,paris,11eme ardsmnt,NA,"Appartement, 7m2",01010 jours,,10715
075 000€,01/12,1,NA,paris,11eme ardsmnt,NA,Appartement - studio,04848 jours,"-006,25-6.25%",NA
075 000€,05/12,1,7,paris,11eme ardsmnt,NA,"Appartement - studio, 7m2",05656 jours,"-006,25-6.25%",10715
079 000€,05/12,1,7,paris,11eme ardsmnt,Rue de la main d'or                  ,"Appartement - studio, 7m2",07171 jours,,11286
070 000€,05/12,1,7,paris,16eme ardsmnt,NA,"Appartement - studio, 7m2",02828 jours,,10000
079 000€,01/12,1,NA,paris,16eme ardsmnt,NA,Appartement - studio,0066 jours,,NA
074 000€,05/12,1,8,paris,3eme ardsmnt,Rue du temple                        ,"Appartement - studio, 8m2",171171 jours,,9250
078 000€,29/11,1,10,paris,3eme ardsmnt,NA,"Appartement - studio, 10m2",01717 jours,,7800
078 000€,04/12,1,10,paris,3eme ardsmnt,NA,"Appartement - studio, 10m2",01818 jours,,7800
079 000€,30/11,1,12,paris,2eme ardsmnt,NA,"Appartement - studio, 12m2",02424 jours,,6584
074 000€,04/12,1,NA,paris,8eme ardsmnt,Rue de la bienfaisance               ,Appartement - studio,0022 jours,,NA
074 000€,05/12,1,NA,paris,8eme ardsmnt,Rue de la bienfaisance               ,Appartement - studio,0055 jours,,NA
070 000€,29/11,NA,5,paris,10eme ardsmnt,NA,"Appartement, 5m2",01010 jours,,14000
070 000€,05/12,1,8,paris,10eme ardsmnt,Boulevard de magenta                 ,"Appartement - studio, 8m2",04444 jours,,8750
070 000€,05/12,1,NA,paris,10eme ardsmnt,NA,Appartement - studio,05050 jours,,NA
070 000€,26/11,1,NA,paris,10eme ardsmnt,NA,Appartement - studio,01414 jours,,NA
070 000€,28/11,1,NA,paris,10eme ardsmnt,Rue la fayette                       ,Appartement - studio,122122 jours,"-007,89-7.89%",NA
070 000€,05/12,1,7,paris,10eme ardsmnt,Rue martel                           ,"Appartement - studio, 7m2",07878 jours,"-006,67-6.67%",10000
071 000€,05/12,1,9,paris,10eme ardsmnt,Rue d'enghien                        ,"Appartement - studio, 9m2",223223 jours,,7889
073 000€,28/11,NA,10,paris,10eme ardsmnt,U 10                                 ,"Appartement, 10m2",01010 jours,,7300
073 000€,29/11,NA,7,paris,10eme ardsmnt,Rue du faubourg saint-martin         ,"Appartement, 7m2",01010 jours,,10429
073 000€,02/12,1,NA,paris,10eme ardsmnt,NA,Appartement - studio,01616 jours,,NA
073 000€,05/12,1,10,paris,10eme ardsmnt,U 10                                 ,"Appartement - studio, 10m2",08181 jours,"-002,67-2.67%",7300
075 000€,03/12,1,NA,paris,10eme ardsmnt,NA,Appartement - studio,0033 jours,,NA
075 000€,28/11,NA,9,paris,10eme ardsmnt,NA,"Appartement, 9m2",01010 jours,,8334
075 000€,02/12,1,9,paris,10eme ardsmnt,NA,"Appartement - studio, 9m2",02929 jours,,8334
075 000€,05/12,1,NA,paris,10eme ardsmnt,NA,Appartement - studio,08282 jours,,NA
075 000€,02/12,1,9,paris,10eme ardsmnt,NA,"Appartement - studio, 9m2",149149 jours,"-010,18-10.18%",8334
070 000€,05/12,1,8,paris,9eme ardsmnt,NA,"Appartement - studio, 8m2",154154 jours,,8750
072 500€,03/12,1,NA,paris,9eme ardsmnt,Rue condorcet                        ,Appartement - studio,06363 jours,,NA
076 000€,04/12,1,17,paris,9eme ardsmnt,Rue de maubeuge                      ,"Appartement - studio, 17m2",195195 jours,,4471
070 000€,05/12,1,9,paris,17eme ardsmnt,Batignolles,"Appartement - studio, 9m2",03333 jours,,7778
075 000€,05/12,1,8,paris,17eme ardsmnt,Rue biot                             ,"Appartement - studio, 8m2",05858 jours,,9375
075 000€,25/11,1,7,paris,17eme ardsmnt,Porte maillot,"Appartement - studio, 7m2",182182 jours,"-011,76-11.76%",10715
075 000€,05/12,1,NA,paris,17eme ardsmnt,NA,Appartement - studio,146146 jours,,NA
075 000€,05/12,1,7,paris,17eme ardsmnt,Rue guy môquet                      ,"Appartement - studio, 7m2",393393 jours,"-015,73-15.73%",10715
076 000€,29/11,NA,7,paris,17eme ardsmnt,Ternes,"Appartement, 7m2",09090 jours,,10858
076 000€,05/12,1,9,paris,17eme ardsmnt,NA,"Appartement - studio, 9m2",0099 jours,,8445
076 000€,04/12,1,NA,paris,17eme ardsmnt,Ternes,Appartement - studio,140140 jours,,NA
076 000€,25/11,1,9,paris,17eme ardsmnt,NA,"Appartement - studio, 9m2",01616 jours,,8445
078 000€,05/12,1,7,paris,17eme ardsmnt,Ternes,"Appartement - studio, 7m2",06565 jours,,11143
070 000€,04/12,1,23,paris,19eme ardsmnt,NA,"Appartement - studio, 23m2",135135 jours,016.67(+16.67%),3044
075 500€,05/12,1,8,paris,18eme ardsmnt,Jules joffrin,"Appartement - studio, 8m2",122122 jours,,9438
075 550€,05/12,2,49,paris,18eme ardsmnt,NA,"Appartement - 2 pièces, 49m2",02929 jours,,1542
085 856€,05/12,2,28,paris,20eme ardsmnt,Cours de vincennes                   ,"Appartement - 2 pièces, 28m2",06060 jours,,3067
081 900€,05/12,1,7,paris,14eme ardsmnt,Petit montrouge,"Appartement - studio, 7m2",529529 jours,"-013,33-13.33%",11700
086 000€,29/11,1,NA,paris,14eme ardsmnt,Rue daguerre                         ,Appartement - studio,214214 jours,,NA
086 000€,05/12,1,8,paris,14eme ardsmnt,Rue daguerre                         ,"Appartement - studio, 8m2",212212 jours,,10750
080 000€,30/11,1,9,paris,15eme ardsmnt,Rue desaix                           ,"Appartement - studio, 9m2",03737 jours,"-015,79-15.79%",8889
080 000€,02/12,1,9,paris,15eme ardsmnt,Rue desaix                           ,"Appartement - studio, 9m2",08484 jours,"-089,99-89.99%",8889
085 000€,21/11,1,9,paris,15eme ardsmnt,Rue pétel                           ,"Appartement - studio, 9m2",05656 jours,,9445
086 000€,28/11,1,9,paris,15eme ardsmnt,NA,"Appartement - studio, 9m2",01313 jours,,9556
086 000€,30/11,1,18,paris,15eme ardsmnt,NA,"Appartement - studio, 18m2",02727 jours,,4778
088 000€,05/12,1,NA,paris,15eme ardsmnt,NA,Appartement - studio,02929 jours,,NA
088 000€,30/11,NA,8,paris,15eme ardsmnt,NA,"Appartement, 8m2",05959 jours,,11000
088 000€,05/12,1,8,paris,15eme ardsmnt,NA,"Appartement - studio, 8m2",265265 jours,,11000
089 000€,05/12,2,34,paris,15eme ardsmnt,NA,"Appartement - 2 pièces, 34m2",234234 jours,"-015,24-15.24%",2618
089 000€,04/12,1,NA,paris,5eme ardsmnt,NA,Appartement - studio,103103 jours,,NA
089 000€,04/12,1,NA,paris,5eme ardsmnt,NA,Appartement - studio,228228 jours,"-017,59-17.59%",NA
080 000€,05/12,1,7,paris,6eme ardsmnt,Rue littré                          ,"Appartement - studio, 7m2",01414 jours,,11429
080 000€,04/12,1,NA,paris,6eme ardsmnt,NA,Appartement - studio,01313 jours,,NA
083 000€,30/11,1,9,paris,7eme ardsmnt,Avenue de suffren                    ,"Appartement - studio, 9m2",196196 jours,,9223
084 000€,21/11,2,37,paris,7eme ardsmnt,NA,"Appartement - 2 pièces, 37m2",01414 jours,,2271
080 000€,03/12,1,NA,paris,11eme ardsmnt,NA,Appartement - studio,03232 jours,,NA
085 000€,25/11,1,NA,paris,16eme ardsmnt,NA,Appartement - studio,02929 jours,"-012,01-12.01%",NA
085 000€,01/12,1,NA,paris,16eme ardsmnt,NA,Appartement - studio,04242 jours,,NA
085 000€,19/11,1,10,paris,16eme ardsmnt,Square lamartine                     ,"Appartement - studio, 10m2",01616 jours,,8500
085 000€,30/11,2,40,paris,16eme ardsmnt,NA,"Appartement - 2 pièces, 40m2",05656 jours,,2125
085 350€,23/11,1,8,paris,16eme ardsmnt,NA,"Appartement - studio, 8m2",122122 jours,,10669
085 000€,05/12,1,7,paris,16eme ardsmnt,Passy,"Appartement - studio, 7m2",07878 jours,,12143
080 000€,04/12,1,NA,paris,8eme ardsmnt,Europe,Appartement - studio,05656 jours,,NA
080 000€,02/12,1,7,paris,8eme ardsmnt,NA,"Appartement - studio, 7m2",406406 jours,"-015,79-15.79%",11429
085 000€,29/11,NA,11,paris,8eme ardsmnt,NA,"Appartement, 11m2",01010 jours,,7728
080 000€,24/11,1,10,paris,10eme ardsmnt,NA,"Appartement - studio, 10m2",07575 jours,,8000
082 000€,29/11,NA,7,paris,10eme ardsmnt,Rue du faubourg saint-denis          ,"Appartement, 7m2",01010 jours,,11715
082 000€,28/11,1,NA,paris,10eme ardsmnt,Rue du faubourg saint-denis          ,Appartement - studio,02323 jours,,NA
082 000€,05/12,1,8,paris,10eme ardsmnt,Rue du faubourg saint-denis          ,"Appartement - studio, 8m2",253253 jours,"-014,58-14.58%",10250
085 000€,05/12,1,11,paris,10eme ardsmnt,Rue philippe de girard               ,"Appartement - studio, 11m2",238238 jours,"-010,53-10.53%",7728
