"","name"
"6509","Avenue Jean-Pierre Bénard"
"6510","Boulevard Paul-Vaillant Couturier"
"6511","Boulevard des Invalides"
"6512","Impasse Oudinot"
"6513","Rue Laurence Savart"
"6514","Rue Boyer"
"6515","Rue Deguerry"
"6516","Rue des Trois Bornes"
"6517","Rue des Goncourt"
"6518","Rue Abel-Rabaud"
"6519","Rue Palatine"
"6520","Accès Parking Saint-Sulpice"
"6521","Rue Favart"
"6522","Rue Ferrus"
"6523","Rue Albert Guilpin"
"6524","Rue Aimé Morot"
"6525","Place Marine"
"6526","Avenue Bailly"
"6527","Avenue Malesherbes"
"6528","Avenue Jean-Jacques Rousseau"
"6529","Rampe de la Pitié"
"6530","Avenue de la Nouvelle Pitié"
"6531","Avenue Caffieri"
"6532","Place du 8 Novembre 1942"
"6533","Rue de Bellefond"
"6534","Square de Maubeuge"
"6535","Rue Fénelon"
"6536","Rue Jean Dupuis"
"6537","Rue François Pinson"
"6538","Passage Madeleine"
"6539","Rue Lasègue"
"6540","Rond-Point du Chalet"
"6541","Rue Saint-Germain"
"6542","Place d'Etterbeek"
"6543","Avenue des Olympiades"
"6544","Avenue Charles Garcia"
"6545","Place Nelson Mandela"
"6546","Rue des Ruffins"
"6547","Rue de la Côte du Nord"
"6548","Boulevard Édouard Branly"
"6549","Passage de l'Ancre"
"6550","Passage Sainte-Avoie"
"6551","Passerelle Pointe Ouest"
"6552","Route du Vallot"
"6553","Route Ferrée"
"6554","Rond-Point des Joncs Marins"
"6555","Avenue de Neuilly-Plaisance"
"6556","Rue Arthur Dalide"
"6557","Chemin du Bois des Joncs Marins"
"6558","Rue Jules Auffret"
"6559","Cité du Cardinal Lemoine"
"6560","Place Mohammed V"
"6561","Rue Georges Guynemer"
"6562","Avenue Danielle Casanova"
"6563","Rue Hippolyte Pina"
"6564","Rue Félix Faure"
"6565","Rue du Bois d'Avron"
"6566","Rue de la Pelouse"
"6567","Villa de l'Ermitage"
"6568","Chemin du Bel-Air"
"6569","Rue Gaston"
"6570","Avenue du Chalet"
"6571","Rue Boureau-Guérinière"
"6572","Rue Alexandre Ier"
"6573","Boulevard Fichot"
"6574","Rue de Chanzy"
"6575","Rue Jouleau"
"6576","Avenue Bécheret"
"6577","Rue Thierry"
"6578","Escalier des Cent Marches"
"6579","Rue des Presles"
"6580","Rue du Canal"
"6581","Quai d'Argonne"
"6582","Promenade André Devambez"
"6583","Rue Denis Lavogade"
"6584","Place du Rond-Point"
"6585","Rue Léon Maurice Nordmann"
"6586","Rue du Général Joubert"
"6587","Rue du Caprice"
"6588","Avenue Leclère"
"6589","Rue des Coteaux de Marne"
"6590","Rue de la Croix Biche"
"6591","Sentier des Piottes"
"6592","Boulevard Maurice Berteaux"
"6593","Avenue Robert"
"6594","Place des Marronniers"
"6595","Rue Robert Diaquin"
"6596","Rue Abel Tuffier"
"6597","Rue Eugène Fromentin"
"6598","Chemin de l’Écluse"
"6599","Rue du Site Agréable"
"6600","Rue du Général Schmitz"
"6601","Rue Foulques"
"6602","Allée Beau Soleil"
"6603","Rue Georges Desplas"
"6604","Allée des Rosiers"
"6605","Allée Bréant"
"6606","Allée Boullet"
"6607","Allée Pierre Loti"
"6608","Rue du Gril"
"6609","Villa du Coteau"
"6610","Rue du Mur des Fermiers Généraux"
"6611","Rampe"
"6612","Allée de la Grille"
"6613","Rue Dagorno"
"6614","Rue Rapatel"
"6615","Avenue Danton"
"6616","Rue du Jardin École"
"6617","Rue Saint-Just"
"6618","Rue de la Nouvelle France"
"6619","Boulevard Jeanne d'Arc"
"6620","Rue des Charmes"
"6621","Rue Emile Boutrais"
"6622","Rue de Trucy"
"6623","Rue Désiré Chevalier"
"6624","Rue Gaston Lauriau"
"6625","Rue de Vincennes"
"6626","Rue du Sergent Godefroy"
"6627","Rue des Deux Communes"
"6628","Rue François Arago"
"6629","Rue du Lieutenant Thomas"
"6630","Place de la Fraternité"
"6631","Rue Gustave Nickles"
"6632","Rue Desgranges"
"6633","Rue Leroyer"
"6634","Rue de la Jarry"
"6635","Rue des Trois Territoires"
"6636","Rue de la Renardière"
"6637","Rue de la Bienfaisance"
"6638","Rue des Chapons"
"6639","Rue Colmet Lépinay"
"6640","Rue Jules Massenet"
"6641","Rue Emile Dequen"
"6642","Rue André Hodebourg"
"6643","Rue des Beaumonts"
"6644","Rue Charles Bassée"
"6645","Rue Mallier"
"6646","Rue des Mocards"
"6647","Rue Roublot"
"6648","Rue de la Maison Rouge"
"6649","Rue des Naclières"
"6650","Villa des Belles Vues"
"6651","Rue Guérin Leroux"
"6652","Rue Lenain de Tillemont"
"6653","Rue Vedrines"
"6654","Rue André Laurent"
"6655","Rue Édouard Maury"
"6656","Rue des Rosettes"
"6657","Rue Victor Lespagne"
"6658","Rue Rosenberg"
"6659","Rue Jean-Pierre Martinie"
"6660","Rue Henri Wallon"
"6661","Rue Aimé et Eugènie Cotton"
"6662","Rue Berthie Albrecht"
"6663","Avenue du Maréchal Lyautey"
"6664","Rue des Priets"
"6665","Impasse de la Croix Heurtebise"
"6666","Chemin des Sources"
"6667","Rue de l'Arsenal"
"6668","Pont Morland"
"6669","Passerelle Mornay"
"6670","Avenue Fritz Lang"
"6671","Square Georges Lesage"
"6672","Avenue Arletty"
"6673","Pont d'Austerlitz"
"6674","Route du Val de Courcelles"
"6675","Place de la Croix de Fer"
"6676","Rue du Pré de l’Arche"
"6677","Rue de Voize"
"6678","Chemin Tortu"
"6679","Boulevard Aristide Briand"
"6680","Boulevard Louis Armand"
"6681","Cité du Verger"
"6682","Rue du 18 Juin 1940"
"6683","Allée Maurice Genevoix"
"6684","Allée Marie"
"6685","Rue d’Avron"
"6686","Rue d’Estienne d’Orves"
"6687","Boulevard de la Boissière"
"6688","Rue Jules Lamant et ses Fils"
"6689","Rue de l’Ermitage"
"6690","Impasse du Marais"
"6691","Rue de l'Acacia"
"6692","Rue des Roches"
"6693","Rue de Saint-Antoine"
"6694","Rue Berthomié"
"6695","Rue Régley"
"6696","Rue Laboulaye"
"6697","Avenue de Fredy"
"6698","Avenue Lespinasse"
"6699","Rond-Point de Bonn-Hardtberg"
"6700","Avenue du Rond-Point"
"6701","Avenue Meissonier"
"6702","Avenue François Coppée"
"6703","Avenue Pierre Kerautret"
"6704","Rue Antoinette"
"6705","Avenue Lavoisier"
"6706","Rue Louis Jouvet"
"6707","Rue Pierre Chesneau"
"6708","Pont Sully"
"6709","Rue Raoul Dautry"
"6710","Route de Belleville"
"6711","Route de l'Abbaye"
"6712","Rue de l'Orme Saint-Germain"
"6713","Chemin de Chilly"
"6714","Rue de la Mairie"
"6715","Rue de Longjumeau"
"6716","Rue de Villebon"
"6717","Rue de la Bretèche"
"6718","Rue du Général Vauflaire"
"6719","Tunnel Voie du Moulin"
"6720","Sentier des Vignes"
"6721","Sentier des Écoles"
"6722","Rue du Noyer Grenot"
"6723","Rue François Miron"
"6724","Rue de Lobau"
"6725","Accès Parking Lobau Rivoli"
"6726","La Cerisaie"
"6727","Avenue du Gendarme Castermant"
"6728","Avenue François Mitterrand"
"6729","Boulevard Pierre Mendès-France"
"6730","Rue du Pont Saint-Martin"
"6731","Avenue François Trinquand"
"6732","Déviation Ancienne RN34"
"6733","Chemin Vers Le Moulin"
"6734","Sentier des Donjons"
"6735","Ruelle d'Yon"
"6736","Rue du Trou Mahet"
"6737","Avenue de la Trentaine"
"6738","Avenue de Sylvie"
"6739","Rue Marc Séguin"
"6740","Rue de Saulx"
"6741","Avenue Charles Infroit"
"6742","Avenue René Faugeras"
"6743","Avenue Salvador Allende"
"6744","Rue d'Angoulème"
"6745","Avenue Ronsard"
"6746","Rue de la Haute Carrière"
"6747","Boulevard Louis Dauphin"
"6748","Rue Laënnec"
"6749","Rue de la Bergerie"
"6750","Avenue Emile Cossonneau"
"6751","Rue Georges Douret"
"6752","Rue de l’Avenir"
"6753","Rue du Chamoine Monsanglant"
"6754","Rue Émile Fontaine"
"6755","Voie Lamarque"
"6756","Avenue de Maison Blanche"
"6757","Avenue Racine"
"6758","Avenue Alfred de Musset"
"6759","Rue du Petit Pont"
"6760","Rue du Panorama"
"6761","Rue du Petit Cheney"
"6762","Rue Pierre Renaudel"
"6763","Rue de Cognac"
"6764","Rue Albert Camus"
"6765","Avenue Houssa Ouaid"
"6766","Rue de Bordeaux"
"6767","Avenue des Martyrs de Chelles"
"6768","Allée de la Rivière des Dames"
"6769","Rue de la Belle Île"
"6770","Rue de l'Indépendance"
"6771","Impasse Lavoisier"
"6772","Rue de Savigny"
"6773","Accès Parking Maubert - Saint-Germain"
"6774","Rue de Hesse"
"6775","Rue Gaston Navailles"
"6776","Rue de la Fertile Plaine"
"6777","Rue Jacques Brel"
"6778","Avenue Montgolfier"
"6779","Avenue de Gascogne"
"6780","Avenue de Belle-Île"
"6781","Boulevard du Nord"
"6782","Avenue des Vosges"
"6783","Avenue des Pêcheurs"
"6784","Avenue de la Plaine"
"6785","Avenue de la Clairière"
"6786","Avenue de Bretagne"
"6787","Boulevard de l’Ouest"
"6788","Avenue des Frênes"
"6789","Avenue Joseph Segrettin"
"6790","Avenue de la Gaité"
"6791","Chemin de la Fossette"
"6792","Rue Georges Remond"
"6793","Rue du Général Galiéni"
"6794","Rue Detouche"
"6795","Avenue Lagache"
"6796","Avenue Blanche"
"6797","Rue Nicolas Becker"
"6798","Rue de Neuilly"
"6799","Avenue Aimé"
"6800","Avenue Chanzy"
"6801","Avenue Vauban"
"6802","Boulevard André"
"6803","Avenue des Roses"
"6804","Avenue des Lilas"
"6805","Avenue Lucie"
"6806","Porte des Pelouses d'Avron"
"6807","Allée des Enfers"
"6808","Rue Titien"
"6809","Place d'Aligre"
"6810","Passage de la Bonne Graine"
"6811","Boulevard Saint-Michel"
"6812","Route de la Garenne"
"6813","Rue de Campo Formio"
"6814","Rue Jean-Pierre Peugeot"
"6815","Rue de Villeroy"
"6816","Rue de Jarcy"
"6817","Rue d'Épinay-sous-Sénart"
"6818","Allée des Frères Voisin"
"6819","Rue Larochelle"
"6820","Passerelle Blanche"
"6821","Rond-Point des Sangliers"
"6822","Chemin de l'Aqueduc"
"6823","Allée de la Musique"
"6824","Place de Curtarolo"
"6825","Place de l'Écluse"
"6826","Promenade du Canal"
"6827","Avenue Joseph-François Bellbeoch"
"6828","Rue du Maréchal Leclerc"
"6829","Passerelle du Charentonneau"
"6830","Rue la Fontaine"
"6831","Rue de Jemmapes"
"6832","Rue Renard"
"6833","Passage des Taillandiers"
"6834","Rue Bréguet"
"6835","Voie Commune B/14"
"6836","Cité Nicolas Poussin"
"6837","Place Jean Baptiste Clément"
"6838","Rue de la Butte à Bernard"
"6839","Rue de la Grange aux Trous"
"6840","Rue du Clos Saint-Jean"
"6841","Boulevard Paul Vaillant-Couturier"
"6842","Rue Alexis Lepère"
"6843","Rue des Clos Français"
"6844","Place du Général de Gaulle"
"6845","Rue Jean Lolive"
"6846","Rue de la Noue"
"6847","Rue Denis Couturier"
"6848","Rue Anne Frank"
"6849","Rue Mainguet"
"6850","Rue de la Beaune"
"6851","Rue Désiré Préaux"
"6852","Rue Ernest Savart"
"6853","Rue Léon Loiseau"
"6854","Rue Poulin"
"6855","Rue des Chantereines"
"6856","Rue Victor Beausse"
"6857","Rue Louis Aubin"
"6858","Rue de la Libre Pensée"
"6859","Avenue des Combattants d'Afrique du Nord"
"6860","Rue René Alazard"
"6861","Rue des Loriettes"
"6862","Rue Pierre Quillard"
"6863","Rue Stanislas Meunier"
"6864","Rue Bridaine"
"6865","Rue Pierre Foncin"
"6866","Rue du Tapis Vert"
"6867","Rue du 14 Juillet"
"6868","Avenue de la Porte Chaumont"
"6869","Rue Sigmund Freud"
"6870","Rue André Joineau"
"6871","Rue Delizy"
"6872","Place Saint-Just"
"6873","Carrefour Général de Gaulle"
"6874","Rue Puteaux"
"6875","Rue de l'Abbé Lemire"
"6876","Avenue de la Redoute"
"6877","Rue Robert Dupont"
"6878","Avenue Saint-Joseph"
"6879","Rue Scheurer-Kestner"
"6880","Rue Gilbert Rousset"
"6881","Rue Émile Reynaud"
"6882","Rue des Caillots"
"6883","Pont Masséna"
"6884","Boulevard du Général Jean Simon"
"6885","Avenue Sadi Carnot"
"6886","Rue Maurice Tinseau"
"6887","Avenue Paul Painlevé"
"6888","Place Gounod"
"6889","Cours de Verdun"
"6890","Villa des Trois Communes"
"6891","Rue de la Dhuys"
"6892","Rue du Petit Bois"
"6893","Ruelle Boissière"
"6894","Rue de la Levée"
"6895","Rue Chaâlons"
"6896","Rue Tripier"
"6897","Sablons"
"6898","Rue Vassou"
"6899","Rue du Garde Chasse"
"6900","Rue Candale Prolongée"
"6901","Boulevard Eugène Decros - Rue du Bois"
"6902","Rue Méhul"
"6903","Rue Jacquart"
"6904","Voie de la Résistance"
"6905","Rue Jules Jaslin"
"6906","Rue des Bretagnes"
"6907","Route de Noisy-le-Sec"
"6908","Rue des Chantaloups"
"6909","Rue du Docteur Parat"
"6910","Rue Louise Dory"
"6911","Avenue du Docteur Vaillant"
"6912","Avenue de Bobigny"
"6913","Rue Gracchus Babeuf"
"6914","Rue des Bergeries"
"6915","Rue Georges Gay"
"6916","Rue Louis Misselyn"
"6917","Rue Dombasle"
"6918","Avenue de Bir-Hakeim"
"6919","Allée Joséphine"
"6920","Rue Lebouis"
"6921","Place Constantin Brancusi"
"6922","Mail Nelson Mandela"
"6923","Avenue des Champs Pierreux"
"6924","Rue Hennapé"
"6925","Allée Fernand Léger"
"6926","Avenue des Martyrs de Châteaubriant"
"6927","Avenue Georges Halgoult"
"6928","Pont de l'Appel du 18 Juin 1940"
"6929","Avenue du 25 Août 1944"
"6930","Avenue de la Pompadour"
"6931","Viaduc du Carrefour Pompadour"
"6932","Route de Choisy"
"6933","Rue du 18 Août"
"6934","Avenue Léon Gourdault"
"6935","Boulevard des Alliés"
"6936","Avenue Newburn"
"6937","Tunnel Guy Môquet"
"6938","Rue Méhy"
"6939","Place Gustave Courbet"
"6940","Place Camille Corot"
"6941","Avenue Henri Corvol"
"6942","Voie de Thiais"
"6943","Boulevard du Midi"
"6944","Boulevard de l'Europe"
"6945","Avenue du Luxembourg"
"6946","Rue Hélène Muller"
"6947","Rue Darthe"
"6948","Rue des Baudemons"
"6949","Rue Louis Duperrey"
"6950","Place Vincent Van Gogh"
"6951","Villa Sisley"
"6952","Ecluses d'Ablon"
"6953","Rue Auguste Renoir"
"6954","Rue du Professeur Bergonié"
"6955","Avenue du Général Malleret-Joinville"
"6956","Impasse Valgrain"
"6957","Impasse de la Santé"
"6958","Avenue Paul Doumer"
"6959","Rue des Champs Elysées"
"6960","Rue Romain Rolland"
"6961","Rue Pierre Marcel"
"6962","Rue Genova"
"6963","Impasse Auguste Blanqui"
"6964","Rue Camille Blanc"
"6965","Place Camille Blanc"
"6966","Rue Gabrielle"
"6967","Rue Émile Bougard"
"6968","Avenue Pierre Ronsard"
"6969","Rue d'Arcueil"
"6970","Rue Fraysse"
"6971","Rue des Aqueducs"
"6972","Rue Raymond Lefèbvre"
"6973","Rue René Anjolvy"
"6974","Rue Lecocq"
"6975","Rue Lafouge"
"6976","Rue du Président Wilson"
"6977","Impasse Bouvery"
"6978","Avenue Maurice Utrillo"
"6979","Pont d'Argenteuil"
"6980","Rue des Champarons"
"6981","Avenue Menelotte"
"6982","Boulevard Marceau"
"6983","Rue Nicolas Debray"
"6984","Rue Louis Pergaud"
"6985","Rue de la Division du Général Leclerc"
"6986","Avenue Gallieni"
"6987","Avenue François Vincent Raspail"
"6988","Avenue Raspail"
"6989","Place Henri Barbusse"
"6990","Rue Charles Calmus"
"6991","Rue Saint-Eloi"
"6992","Rue du Président Allendé"
"6993","Rue du Bout Du Rang"
"6994","Rue Bensérade"
"6995","Rue Jacques Destrée"
"6996","Rue Leroi Gourhan"
"6997","Rue Georges Dumézil"
"6998","Allée Marguerite Yourcenar"
"6999","Allée du Général Denain"
"7000","Place Alfred Sauvy"
"7001","Chemin des Hautes Noues"
"7002","Rue du Commandant Louis Bouchet"
"7003","Bld Jean Monnet"
"7004","Boulevard de Mulhouse"
"7005","Rue des Rameaux"
"7006","Route de Champigny"
"7007","Avenue Henry Dunant"
"7008","Rue Léon Dauer"
"7009","Rue des Morvrains"
"7010","Rue du Closeau"
"7011","Rue Maurice Roy"
"7012","Place Saint-Christophe"
"7013","Rue Louis Lenoir"
"7014","Rue des Courts Sillons"
"7015","Rue Claude Trotin"
"7016","Rue Marthe Debaize"
"7017","Rue de Noisy"
"7018","Avenue Montrichard"
"7019","Allée des Naïades"
"7020","Avenue de l’Isle"
"7021","Avenue Lecomte"
"7022","Place du Combat"
"7023","Rue des Trente Arpents"
"7024","Rue de Bourges"
"7025","Rue Octave Lapize"
"7026","Rue du Berry"
"7027","Avenue des Lys"
"7028","Rue du Richardet"
"7029","Rue Eugène Dulac"
"7030","Rue Daniel Perdrigé"
"7031","Rue des Houdements"
"7032","Rue du Brayer"
"7033","Rue Levert"
"7034","Allée Camille Guérin"
"7035","Allée François Jacob"
"7036","Allée Jacques Monod"
"7037","Route des Boulangers"
"7038","Rue de la Pipée"
"7039","Chemin du Moulin"
"7040","Rue de la Côte d'Or"
"7041","Chemin du Buisson"
"7042","Rond-Point du Colonel Grancey"
"7043","Rue de Bernau"
"7044","Rue Bardy"
"7045","Chemin du Pré de l'Étang"
"7046","Place Louis Loucheur"
"7047","Rue Élisée Reclus"
"7048","Rue Karl Marx"
"7049","Villa Rémy"
"7050","Rue du Lieutenant André Ohresser"
"7051","Rue Maurice Baquet"
"7052","Rue de la Croix-Rouge Française"
"7053","Rue Jean Allemane"
"7054","Rue Germinal"
"7055","Rue Irène Joliot-Curie"
"7056","Rue Laversin"
"7057","Avenue des Hauts Perreux"
"7058","Rond-Point Jean-Baptiste Clément"
"7059","Avenue Louis Forest"
"7060","Avenue Jamin"
"7061","Avenue Pauline"
"7062","Avenue Ratel"
"7063","Place Mozart"
"7064","Quai de Polangis"
"7065","Avenue d'Alger"
"7066","Rue de l'Abbé Soulange Bodin"
"7067","Place Fernand Mourlot"
"7068","Allée Georges Besse"
"7069","Allée Principale"
"7070","Rue Jean-Baptiste Charcot"
"7071","Passage de la Station de Ménilmontant"
"7072","Rue Francis Picabia"
"7073","Rue du Sénégal"
"7074","Rue de la Ferme de Savy"
"7075","Rue de Tourtille"
"7076","Rue Henri Chevreau"
"7077","Rue du Landy"
"7078","Rue Chance Milly"
"7079","Villa Émile"
"7080","Boulevard Victor Hugo"
"7081","Quai Clichy"
"7082","Place de la République François Mitterrand"
"7083","Rue Maurice Laisney"
"7084","Rue de l'Abbé Glatz"
"7085","Rue des Thuyas"
"7086","Rue du Capitaine Bossard"
"7087","Villa Marcela"
"7088","Rue Albert de Mun"
"7089","Villa Rouveyrol"
"7090","Rue du Président Krüger"
"7091","Boulevard Pierre de Coubertin"
"7092","Rue des Bas"
"7093","Passage de Gergovie"
"7094","Cité Blanche"
"7095","Rue des Arbustes"
"7096","Allée des Hortensias"
"7097","Square Auguste Renoir"
"7098","Square André Lichtenberger"
"7099","Impasse Vandal"
"7100","Rue de la Briqueterie"
"7101","Square Alain Fournier"
"7102","Rue Maurice Noguès"
"7103","Rue Maurice Loewy"
"7104","Cité Annibal"
"7105","Rue Gauguet"
"7106","Rue Saint-Yves"
"7107","Rue du Saint-Gothard"
"7108","Rue Bruller"
"7109","Villa Saint-Jacques"
"7110","Square de la Gascogne"
"7111","Rue Maryse Hilsz"
"7112","Rue Charles et Robert"
"7113","Rue Schubert"
"7114","Rue Lippmann"
"7115","Place le Vau"
"7116","Rue de Freycinet"
"7117","Boulevard Intercommunal"
"7118","Avenue du Midi"
"7119","Rue Bourdarie-Lefure"
"7120","Rue Mortinat"
"7121","Rue Trouillet-Derel"
"7122","Chemin des Pelouses d'Avron"
"7123","Porte Kennedy"
"7124","Voie des Tilleuls"
"7125","Rue Jean Bachelet"
"7126","Rue des Cahouettes"
"7127","Allée des Alisiers"
"7128","Rue des Loges d'Avron"
"7129","Rue des Frères Lumière"
"7130","Rue Louis Ampère"
"7131","Rue d'Ayen"
"7132","Avenue Gourichon"
"7133","Avenue du Nord"
"7134","Rue Albert Priolet"
"7135","Place Royale"
"7136","Rue de la Maison Verte"
"7137","Rue Vavin"
"7138","Avenue Vavin"
"7139","Impasse Robiquet"
"7140","Passage Commun A6"
"7141","Rue Medard"
"7142","Avenue du Raincy"
"7143","Rond-Point des Demoiselles"
"7144","Avenue de l'Est"
"7145","Avenue des Ramiers"
"7146","Avenue Louise"
"7147","Impasse Charles Perrault"
"7148","Rue Xavier Gout"
"7149","Rue du Puits"
"7150","Chemin des Eaux"
"7151","Avenue du Prince"
"7152","Rue Fernand Sanglier"
"7153","Rue Lachambaudie"
"7154","Rue David D'Angers"
"7155","Rue du Vert Coteau"
"7156","Rue des Murs d'Avron"
"7157","Rue des Églantines"
"7158","Allée du Plateau"
"7159","Avenue d'Osseville"
"7160","Rue Pottier"
"7161","Avenue Detouche"
"7162","Avenue du Capitaine Louys"
"7163","Avenue Gustave Rodet"
"7164","Avenue Henri Dunant"
"7165","Impasse de l'Aubépine"
"7166","Chemin de la Pelouse"
"7167","Rue des Tremieres"
"7168","Chemin des Marais"
"7169","Rue des Polyanthas"
"7170","Rue Simon Dereure"
"7171","Place Saint-Jacques"
"7172","Allée Verhaeren"
"7173","Allée Rodenbach"
"7174","Rue Jean Minjoz"
"7175","Rue Etienne Dolet"
"7176","Chemin des Carouges"
"7177","Rue Joseph et Étienne de Mongolfier"
"7178","Allée de l'Espérance"
"7179","Rue de la Fosse aux Bergers"
"7180","Chemin de la Ruelle Boissiere"
"7181","Rue Lucien Piron"
"7182","Allée des Myosotis"
"7183","Villa Maryse Bastié"
"7184","Chemin des Redoutes"
"7185","Rue du 14 Juillet 1789"
"7186","Rue Joe Carman"
"7187","Impasse Jacques Brel"
"7188","Rue des Arcades"
"7189","Avenue Saint-Fiacre"
"7190","Promenade des Marronniers"
"7191","Place de l'Europe"
"7192","Ruelle Pierreuse"
"7193","Rue des Quinconces"
"7194","Rue de Nanteuil"
"7195","Rue Hussenet"
"7196","Rue Andre Bernard"
"7197","Rue Richard Gardebled"
"7198","Mail du Centre Ville"
"7199","Place Carnot"
"7200","Mail Jean-Pierre Timbaud"
"7201","Allée Fernand Forest"
"7202","Rue du Docteur Seyer"
"7203","Rue des Carrieres"
"7204","Rue de Changis"
"7205","Villa des Acacias"
"7206","Rue du Clos Baron"
"7207","Rue Kellermann"
"7208","Rue du Docteur Variot"
"7209","Allée Ambroise Thomas"
"7210","Rue Valentin Hauy"
"7211","Place de la Bourse"
"7212","Rue du Croissant"
"7213","Rue Salomon de Caus"
"7214","Rue de Buc"
"7215","Allée de la Logeraie"
