Geo Point;Geo Shape;ID_REF_ZDL;ID_REF_ZDE;GARES_ID;NOM_GARE;NOMLONG;NOM_IV;NUM_MOD;MODE_;FER;TRAIN;RER;METRO;TRAMWAY;NAVETTE;VAL;TERFER;TERTRAIN;TERRER;TERMETRO;TERTRAM;TERNAVETTE;TERVAL;IDREFLIGA;IDREFLIGC;LIGNE;COD_LIGF;LIGNE_CODE;INDICE_LIG;RESEAU;RES_COM;COD_RESF;RES_STIF;EXPLOITANT;NUM_PSR;IDF;PRINCIPAL;X;Y;EDITEUR;EDIT_DATE;TERMINUS
49.0247785479, 2.22272732081;"{""type"": ""Point"", ""coordinates"": [2.222727320808171, 49.02477854791574]}";43206;41120;847;TAVERNY;TAVERNY;TAVERNY;3076;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01849;;LIGNE H;20.0;LIGNE H-238;H;TRAIN;LIGNE H;1.0;853.0;SNCF;276634;1;0;643153.6076;6880822.1369;LUDOVIC.GUILLOT;2018-04-19T02:00:00+02:00;0
48.9344555451, 2.3456043782;"{""type"": ""Point"", ""coordinates"": [2.345604378196291, 48.93445554506131]}";43197;411414;816;SAINT-DENIS;SAINT-DENIS;SAINT-DENIS;2602;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01842;;RER D;27.0;RER D-416;D;RER;RER D;2.0;804.0;SNCF;271015;1;1;652056.8409;6870696.4072;LUDOVIC.GUILLOT;2018-04-20T02:00:00+02:00;0
49.1190226463, 2.39972485252;"{""type"": ""Point"", ""coordinates"": [2.399724852518912, 49.11902264630466]}";47951;41079;794;SEUGY;SEUGY;SEUGY;3063;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01849;;LIGNE H;20.0;LIGNE H-266;H;TRAIN;LIGNE H;1.0;853.0;SNCF;272039;1;0;656177.8429;6891190.5028;LUDOVIC.GUILLOT;2018-04-19T02:00:00+02:00;0
48.7813567204, 2.29764767917;"{""type"": ""Point"", ""coordinates"": [2.297647679167028, 48.781356720431795]}";59206;412841;790;SCEAUX;SCEAUX;SCEAUX;2493;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01857;;RER B;25.0;RER B-294;B;RER;RER B;2.0;802.0;RATP;758706;1;0;648392.045;6853703.4139;LUDOVIC.GUILLOT;2018-04-18T02:00:00+02:00;0
49.0339876363, 2.12826387392;"{""type"": ""Point"", ""coordinates"": [2.128263873923673, 49.033987636271455]}";43150;41129;960;SAINT-OUEN-L'AUMÃ”NE-LIESSE;SAINT-OUEN-L'AUMONE-LIESSE;SAINT-OUEN-L'AUMÃ”NE LIESSE;2578;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-458;C;RER;RER C;2.0;803.0;SNCF;276100;1;0;636256.5279;6881918.3815;;;0
48.9895025071, 1.70301613419;"{""type"": ""Point"", ""coordinates"": [1.703016134189666, 48.98950250713139]}";43157;41150;507;MANTES-LA-JOLIE;MANTES-LA-JOLIE;MANTES LA JOLIE;2676;Train;1;1;0;0;0;0;0;TRAIN_J;TRAIN_J;0;0;0;0;0;A01852;;LIGNE J;29.0;LIGNE J-114;J;TRAIN;LIGNE J;1.0;854.0;SNCF;381509;1;1;605082.4575;6877398.8261;LUDOVIC.GUILLOT;2018-04-23T02:00:00+02:00;1
48.909632934, 2.23968411711;"{""type"": ""Point"", ""coordinates"": [2.23968411711448, 48.90963293402526]}";47412;41195;399;LA GARENNE-COLOMBES;LA GARENNE-COLOMBES;LA GARENNE-COLOMBES;2693;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A02176;;LIGNE L;30.0;LIGNE L-391;L;TRAIN;LIGNE L;1.0;854.0;SNCF;386003;1;0;644270.4218;6868005.7355;LUDOVIC.GUILLOT;2018-04-20T02:00:00+02:00;0
48.8680644232, 2.07671910268;"{""type"": ""Point"", ""coordinates"": [2.076719102677291, 48.86806442324713]}";47937;41186;464;L'Ã‰TANG-LA-VILLE;L'ETANG-LA-VILLE;L'Ã‰TANG-LA-VILLE;2722;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A02176;;LIGNE L;30.0;LIGNE L-142;L;TRAIN;LIGNE L;1.0;854.0;SNCF;382473;1;0;632271.8741;6863511.0473;LUDOVIC.GUILLOT;2018-04-20T02:00:00+02:00;0
48.8979734463, 2.12211744747;"{""type"": ""Point"", ""coordinates"": [2.122117447472966, 48.89797344633643]}";43237;412861;439;LE VÃ‰SINET-LE PECQ;LE VESINET-LE PECQ;LE VÃ‰SINET-LE PECQ;2401;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01856;;RER A;24.0;RER A-96;A;RER;RER A;2.0;801.0;RATP;758086;1;0;635638.9457;6866798.6735;LUDOVIC.GUILLOT;2018-04-17T02:00:00+02:00;0
48.8821891367, 2.7060141784;"{""type"": ""Point"", ""coordinates"": [2.70601417839636, 48.88218913670195]}";43148;41051;417;LAGNY-THORIGNY;LAGNY-THORIGNY;LAGNY-THORIGNY;2989;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01844;;LIGNE P;18.0;LIGNE P-3;P;TRAIN;LIGNE P;1.0;850.0;SNCF;116319;1;0;678439.8036;6864725.8415;LUDOVIC.GUILLOT;2018-04-19T02:00:00+02:00;0
48.9758587558, 2.64240630503;"{""type"": ""Point"", ""coordinates"": [2.642406305029859, 48.97585875582702]}";43164;411402;550;MITRY-CLAYE;MITRY-CLAYE;MITRY-CLAYE;3099;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A02175;;LIGNE K;36.0;LIGNE K-34;K;TRAIN;LIGNE K;1.0;853.0;SNCF;271528;1;1;673822.1594;6875161.2651;LUDOVIC.GUILLOT;2018-04-20T02:00:00+02:00;0
48.9758587558, 2.64240630503;"{""type"": ""Point"", ""coordinates"": [2.642406305029859, 48.97585875582702]}";43164;411402;551;MITRY-CLAYE;MITRY-CLAYE;MITRY-CLAYE;2488;RER;1;0;1;0;0;0;0;RER_B;0;RER_B;0;0;0;0;A01857;;RER B;25.0;RER B-34;B;RER;RER B;2.0;802.0;SNCF;271528;1;1;673822.1594;6875161.2651;LUDOVIC.GUILLOT;2018-04-23T02:00:00+02:00;1
48.6930965921, 1.85659206527;"{""type"": ""Point"", ""coordinates"": [1.856592065267458, 48.69309659211612]}";43235;41226;432;LE PERRAY;LE PERRAY;LE PERRAY;2765;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01847;;LIGNE N;22.0;LIGNE N-100;N;TRAIN;LIGNE N;1.0;852.0;SNCF;393298;1;0;615843.5759;6844270.1577;LUDOVIC.GUILLOT;2018-04-19T02:00:00+02:00;0
48.6283755508, 2.56958354824;"{""type"": ""Point"", ""coordinates"": [2.569583548243857, 48.62837555082435]}";47669;41367;468;LIEUSAINT-MOISSY;LIEUSAINT-MOISSY;LIEUSAINT-MOISSY;2861;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01842;C01728;RER D;27.0;RER D-44;D;RER;RER D;2.0;804.0;SNCF;682153;1;0;668280.5752;6836551.8558;;;0
48.3484160142, 2.03223977339;"{""type"": ""Point"", ""coordinates"": [2.032239773386701, 48.34841601424845]}";43165;41296;535;MONNERVILLE;MONNERVILLE;MONNERVILLE;2815;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;;GRD LIGNES;37.0;GRD LIGNES-193;GL;GRANDES LIGNES;GL;6.0;852.0;SNCF;545111;1;0;628301.2007;6805784.2962;LUDOVIC.GUILLOT;2018-04-23T02:00:00+02:00;0
48.8072466121, 2.0405192047;"{""type"": ""Point"", ""coordinates"": [2.040519204703665, 48.807246612101615]}";47884;41232;288;FONTENAY-LE-FLEURY;FONTENAY-LE-FLEURY;FONTENAY-LE-FLEURY;2768;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01847;;LIGNE N;22.0;LIGNE N-85;N;TRAIN;LIGNE N;1.0;852.0;SNCF;393405;1;0;629534.3552;6856780.6821;LUDOVIC.GUILLOT;2018-04-19T02:00:00+02:00;0
48.9663265448, 2.31658207116;"{""type"": ""Point"", ""coordinates"": [2.3165820711557, 48.966326544842126]}";46470;41074;390;LA BARRE-ORMESSON;LA BARRE-ORMESSON;LA BARRE ORMESSON;3068;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01849;;LIGNE H;20.0;LIGNE H-244;H;TRAIN;LIGNE H;1.0;853.0;SNCF;271171;1;0;649961.2985;6874258.4871;LUDOVIC.GUILLOT;2018-04-19T02:00:00+02:00;0
48.8447601713, 2.37359365326;"{""type"": ""Point"", ""coordinates"": [2.37359365326228, 48.844760171266735]}";43153;40926;316;GARE DE LYON;GARE DE LYON;GARE DE LYON;2916;Train;1;1;0;0;0;0;0;TRAIN_R;TRAIN_R;0;0;0;0;0;A01845;;LIGNE R;19.0;LIGNE R-338;R;TRAIN;LIGNE R;1.0;851.0;SNCF;686006;1;1;654028.2602;6860706.1128;LUDOVIC.GUILLOT;2018-04-23T02:00:00+02:00;1
48.7464523207, 2.72722937143;"{""type"": ""Point"", ""coordinates"": [2.727229371429766, 48.746452320704556]}";43131;41031;966;GRETZ-ARMAINVILLIERS;GRETZ-ARMAINVILLIERS;GRETZ-ARMAINVILLIERS;2943;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01843;;RER E;28.0;RER E-12;E;RER;RER E;2.0;805.0;SNCF;116012;1;1;679943.5306;6849627.6575;LUDOVIC.GUILLOT;2018-04-23T02:00:00+02:00;0
48.78761468, 2.29249298056;"{""type"": ""Point"", ""coordinates"": [2.292492980557762, 48.78761467998698]}";43125;412840;287;FONTENAY-AUX-ROSES;FONTENAY-AUX-ROSES;FONTENAY-AUX-ROSES;2494;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01857;;RER B;25.0;RER B-293;B;RER;RER B;2.0;802.0;RATP;758714;1;0;648019.5288;6854402.5766;LUDOVIC.GUILLOT;2018-04-18T02:00:00+02:00;0
48.743373402, 2.29639315754;"{""type"": ""Point"", ""coordinates"": [2.296393157536253, 48.743373402021376]}";43124;412835;286;FONTAINE-MICHALON;FONTAINE-MICHALON;FONTAINE MICHALON;2463;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01857;;RER B;25.0;RER B-302;B;RER;RER B;2.0;802.0;RATP;758763;1;0;648262.2358;6849481.199;LUDOVIC.GUILLOT;2018-04-17T02:00:00+02:00;0
49.0454302542, 2.19708767832;"{""type"": ""Point"", ""coordinates"": [2.197087678318264, 49.04543025423756]}";47580;41122;296;FRÃ‰PILLON;FREPILLON;FREPILLON;3078;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01849;;LIGNE H;20.0;LIGNE H-240;H;TRAIN;LIGNE H;1.0;853.0;SNCF;276659;1;0;641301.8512;6883137.5286;LUDOVIC.GUILLOT;2018-04-19T02:00:00+02:00;0
48.9843159621, 2.35340724587;"{""type"": ""Point"", ""coordinates"": [2.353407245869684, 48.984315962065935]}";43133;411424;338;GROSLAY;GROSLAY;GROSLAY;3054;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01849;;LIGNE H;20.0;LIGNE H-246;H;TRAIN;LIGNE H;1.0;853.0;SNCF;276360;1;0;652673.8949;6876236.2644;LUDOVIC.GUILLOT;2018-04-19T02:00:00+02:00;0
48.4936445785, 2.19458169917;"{""type"": ""Point"", ""coordinates"": [2.194581699172116, 48.493644578487505]}";43081;41299;274;Ã‰TRÃ‰CHY;ETRECHY;ETRECHY;2562;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-189;C;RER;RER C;2.0;803.0;SNCF;545145;1;0;640492.8805;6821791.2596;LUDOVIC.GUILLOT;2018-04-23T02:00:00+02:00;0
48.6539697593, 2.39617681244;"{""type"": ""Point"", ""coordinates"": [2.396176812439178, 48.65396975928158]}";43132;41345;337;GRIGNY-CENTRE;GRIGNY-CENTRE;GRIGNY CENTRE;2892;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01842;C01728;RER D;27.0;RER D-165;D;RER;RER D;2.0;804.0;SNCF;681379;1;0;655523.3843;6839480.8795;;;0
49.0662886977, 2.32292045583;"{""type"": ""Point"", ""coordinates"": [2.32292045582546, 49.06628869768942]}";43168;41107;568;MONTSOULT-MAFFLIERS;MONTSOULT-MAFFLIERS;MONTSOULT MAFFLIERS;3059;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01849;;LIGNE H;20.0;LIGNE H-252;H;TRAIN;LIGNE H;1.0;853.0;SNCF;276493;1;0;650520.6961;6885371.0187;LUDOVIC.GUILLOT;2018-04-19T02:00:00+02:00;0
49.1382863753, 2.49017898542;"{""type"": ""Point"", ""coordinates"": [2.490178985421196, 49.13828637527201]}";411421;411420;957;ORRY-LA-VILLE-COYE;ORRY-LA-VILLE-COYE;ORRY-LA-VILLE COYE-LA-FORÃ_T;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01842;;RER D;27.0;RER D-456;D;RER;RER D;2.0;804.0;SNCF;0;0;1;662795.0403;6893286.6213;LUDOVIC.GUILLOT;2018-04-23T02:00:00+02:00;0
48.8319161843, 1.94440175807;"{""type"": ""Point"", ""coordinates"": [1.944401758066846, 48.83191618431854]}";47885;41234;657;PLAISIR-GRIGNON;PLAISIR-GRIGNON;PLAISIR-GRIGNON;2771;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01847;;LIGNE N;22.0;LIGNE N-88;N;TRAIN;LIGNE N;1.0;852.0;SNCF;393421;1;1;622512.4224;6859613.5503;LUDOVIC.GUILLOT;2018-04-19T02:00:00+02:00;0
48.8882201628, 2.31373245152;"{""type"": ""Point"", ""coordinates"": [2.313732451520271, 48.88822016276462]}";45493;411351;665;PONT-CARDINET;PONT-CARDINET;PONT CARDINET;2651;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A02176;;LIGNE L;30.0;LIGNE L-328;L;TRAIN;LIGNE L;1.0;854.0;SNCF;381111;1;0;649677.1733;6865575.0241;LUDOVIC.GUILLOT;2018-04-20T02:00:00+02:00;0
48.8137984821, 3.04293826468;"{""type"": ""Point"", ""coordinates"": [3.042938264684506, 48.81379848212796]}";47943;41048;572;MOUROUX;MOUROUX;MOUROUX;2977;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01844;;LIGNE P;18.0;LIGNE P-30;P;TRAIN;LIGNE P;1.0;850.0;SNCF;116285;1;0;703153.129;6857081.9219;LUDOVIC.GUILLOT;2018-04-19T02:00:00+02:00;0
48.9332654061, 2.04107228968;"{""type"": ""Point"", ""coordinates"": [2.041072289675926, 48.93326540612854]}";47874;411359;661;POISSY;POISSY;POISSY;2703;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01852;;LIGNE J;29.0;LIGNE J-136;J;TRAIN;LIGNE J;1.0;854.0;SNCF;386573;1;1;629745.1416;6870791.9926;LUDOVIC.GUILLOT;2018-04-20T02:00:00+02:00;0
48.5621248332, 3.01176932905;"{""type"": ""Point"", ""coordinates"": [3.011769329050154, 48.56212483320999]}";47158;41037;576;NANGIS;NANGIS;NANGIS;2966;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01844;;LIGNE P;18.0;LIGNE P-40;P;TRAIN;LIGNE P;1.0;850.0;SNCF;116095;1;0;700868.4396;6829100.3747;LUDOVIC.GUILLOT;2018-04-19T02:00:00+02:00;0
48.7418787057, 2.40290860737;"{""type"": ""Point"", ""coordinates"": [2.40290860736794, 48.74187870567889]}";46299;41327;611;ORLY VILLE;ORLY VILLE;ORLY VILLE;2528;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-351;C;RER;RER C;2.0;803.0;SNCF;546200;1;0;656093.1327;6849250.5092;LUDOVIC.GUILLOT;2018-04-23T02:00:00+02:00;0
48.5351397661, 2.54434895173;"{""type"": ""Point"", ""coordinates"": [2.544348951730932, 48.53513976609529]}";45812;41387;672;PONTHIERRY-PRINGY;PONTHIERRY-PRINGY;PONTHIERRY-PRINGY;2901;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01842;C01728;RER D;27.0;RER D-46;D;RER;RER D;2.0;804.0;SNCF;682526;1;0;666361.1283;6826197.5485;;;0
48.5871539054, 2.47349036636;"{""type"": ""Point"", ""coordinates"": [2.473490366362306, 48.58715390536035]}";45761;41348;571;MOULIN-GALANT;MOULIN-GALANT;MOULIN-GALANT;2883;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01842;C01728;RER D;27.0;RER D-208;D;RER;RER D;2.0;804.0;SNCF;681403;1;0;661168.5531;6832012.208;;;0
48.9721416769, 1.84834880828;"{""type"": ""Point"", ""coordinates"": [1.848348808282502, 48.97214167690781]}";43070;41201;33;AUBERGENVILLE-Ã‰LISABETHVILLE;AUBERGENVILLE-ELISABETHVILLE;AUBERGENVILLE-ELISABETHVILLE;2708;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01852;;LIGNE J;29.0;LIGNE J-131;J;TRAIN;LIGNE J;1.0;854.0;SNCF;386730;1;0;615689.4213;6875303.4616;LUDOVIC.GUILLOT;2018-04-20T02:00:00+02:00;0
49.0496470052, 2.03429446048;"{""type"": ""Point"", ""coordinates"": [2.034294460484787, 49.049647005245355]}";47897;411368;132;CERGY-SAINT-CHRISTOPHE;CERGY-SAINT-CHRISTOPHE;CERGY SAINT-CHRISTOPHE;2701;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A02176;;LIGNE L;30.0;LIGNE L-277;L;TRAIN;LIGNE L;1.0;854.0;SNCF;382499;1;0;629406.8795;6883739.7414;LUDOVIC.GUILLOT;2018-04-20T02:00:00+02:00;0
48.7903330019, 2.26338916602;"{""type"": ""Point"", ""coordinates"": [2.263389166015155, 48.79033300192819]}";44838;41858;1165;Soleil Levant;SOLEIL LEVANT;Soleil Levant;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02149;;T6;39.0;T6-117054;6;TRAMWAY;T6;0.0;0.0;RATP;0;1;0;645884.1547;6854724.362;;;0
48.7835009757, 2.23098355894;"{""type"": ""Point"", ""coordinates"": [2.230983558938873, 48.783500975704136]}";59147;41673;1170;Georges Millandy;GEORGES MILLANDY;Georges Millandy;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02149;;T6;39.0;T6-117049;6;TRAMWAY;T6;0.0;0.0;RATP;0;1;0;643496.1203;6853987.4551;;;0
48.7814043209, 2.20912922729;"{""type"": ""Point"", ""coordinates"": [2.209129227294876, 48.78140432088544]}";44285;2327;1174;Inovel Parc Nord;INOVEL PARC NORD;Inovel Parc Nord;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02149;;T6;39.0;T6-117045;6;TRAMWAY;T6;0.0;0.0;RATP;0;1;0;641888.0801;6853770.2053;;;0
48.7804547115, 2.19140991927;"{""type"": ""Point"", ""coordinates"": [2.191409919273295, 48.78045471153041]}";42430;2331;1176;Mairie de VÃ©lizy;MAIRIE DE VELIZY;Mairie de VÃ©lizy;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02149;;T6;39.0;T6-117043;6;TRAMWAY;T6;0.0;0.0;RATP;0;1;0;640585.0575;6853677.8126;;;0
48.9455555392, 2.34731292517;"{""type"": ""Point"", ""coordinates"": [2.347312925167514, 48.94555553922783]}";59326;42125;1183;Delaunay-Belleville;DELAUNAY-BELLEVILLE;Delaunay-Belleville;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02150;C01795;T8;0.0;T8-117061;8;TRAMWAY;T8;0.0;0.0;RATP;0;1;0;652192.2146;6871929.6871;;;0
48.4344906129, 2.37667281716;"{""type"": ""Point"", ""coordinates"": [2.376672817155076, 48.4344906128558]}";47895;41352;106;BOUTIGNY-SUR-ESSONNE;BOUTIGNY-SUR-ESSONNE;BOUTIGNY-SUR-ESSONNE;2888;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01842;C01728;RER D;27.0;RER D-214;D;RER;RER D;2.0;804.0;SNCF;681478;1;0;653894.1826;6815094.2882;;;0
48.3416635419, 2.37881544334;"{""type"": ""Point"", ""coordinates"": [2.37881544334374, 48.34166354191978]}";43092;41395;81;BOIGNEVILLE;BOIGNEVILLE;BOIGNEVILLE;2891;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01842;C01728;RER D;27.0;RER D-216;D;RER;RER D;2.0;804.0;SNCF;684407;1;0;653971.4951;6804775.4459;;;0
48.4755230724, 2.69203325987;"{""type"": ""Point"", ""coordinates"": [2.692033259866399, 48.4755230723766]}";47654;41371;83;BOIS-LE-ROI;BOIS-LE-ROI;BOIS-LE-ROI;2866;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01845;;LIGNE R;19.0;LIGNE R-58;R;TRAIN;LIGNE R;1.0;851.0;SNCF;682203;1;0;677238.1474;6819517.7675;LUDOVIC.GUILLOT;2018-04-19T02:00:00+02:00;0
48.9706650483, 2.07773176593;"{""type"": ""Point"", ""coordinates"": [2.077731765931404, 48.97066504833311]}";47908;41528;6;ACHÃˆRES-VILLE;ACHERES-VILLE;ACHERES VILLE;2439;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01856;;RER A;24.0;RER A-127;A;RER;RER A;2.0;801.0;SNCF;381657;1;0;632479.4116;6874918.7325;LUDOVIC.GUILLOT;2018-04-17T02:00:00+02:00;0
49.0097564521, 2.56123269523;"{""type"": ""Point"", ""coordinates"": [2.561232695225106, 49.00975645213836]}";43240;411398;743;AÃ‰ROPORT CHARLES-DE-GAULLE 1;AEROPORT CHARLES DE GAULLE 1;AEROPORT CHARLES DE GAULLE 1;2492;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01857;;RER B;25.0;RER B-409;B;RER;RER B;2.0;802.0;SNCF;271460;1;0;667900.8037;6878960.9005;LUDOVIC.GUILLOT;2018-04-17T02:00:00+02:00;0
49.0704623634, 2.17530420995;"{""type"": ""Point"", ""coordinates"": [2.17530420994616, 49.07046236344271]}";47918;41112;39;AUVERS-SUR-OISE;AUVERS-SUR-OISE;AUVERS-SUR-OISE;3093;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01849;;LIGNE H;20.0;LIGNE H-278;H;TRAIN;LIGNE H;1.0;853.0;SNCF;276543;1;0;639738.4698;6885937.758;LUDOVIC.GUILLOT;2018-04-19T02:00:00+02:00;0
48.8536480563, 2.27948706498;"{""type"": ""Point"", ""coordinates"": [2.279487064975001, 48.85364805626964]}";45419;41295;40;AV. DU PDT KENNEDY;AVENUE DU PRESIDENT KENNEDY;AVENUE DU PRESIDENT KENNEDY;2515;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-335;C;RER;RER C;2.0;803.0;SNCF;543207;1;0;647131.0079;6861753.2576;LUDOVIC.GUILLOT;2018-04-23T02:00:00+02:00;0
48.9057626571, 2.26996477919;"{""type"": ""Point"", ""coordinates"": [2.269964779194514, 48.90576265710707]}";47923;41171;58;BÃ‰CON-LES-BRUYÃˆRES;BECON-LES-BRUYERES;BÃ‰CON LES BRUYÃˆRES;2691;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A02176;;LIGNE L;30.0;LIGNE L-393;L;TRAIN;LIGNE L;1.0;854.0;SNCF;382002;1;0;646485.8881;6867554.4327;LUDOVIC.GUILLOT;2018-04-20T02:00:00+02:00;0
49.0984002625, 2.36127055524;"{""type"": ""Point"", ""coordinates"": [2.361270555241057, 49.09840026247686]}";47524;41113;63;BELLOY-SAINT-MARTIN;BELLOY-SAINT-MARTIN;BELLOY SAINT-MARTIN;3061;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01849;;LIGNE H;20.0;LIGNE H-264;H;TRAIN;LIGNE H;1.0;853.0;SNCF;276550;1;0;653352.0527;6888918.9524;LUDOVIC.GUILLOT;2018-04-19T02:00:00+02:00;0
49.0353113094, 2.21024652104;"{""type"": ""Point"", ""coordinates"": [2.210246521043383, 49.03531130942031]}";43090;41121;68;BESSANCOURT;BESSANCOURT;BESSANCOURT;3077;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01849;;LIGNE H;20.0;LIGNE H-239;H;TRAIN;LIGNE H;1.0;853.0;SNCF;276642;1;0;642252.5611;6882002.5147;LUDOVIC.GUILLOT;2018-04-19T02:00:00+02:00;0
48.9684962675, 2.19344286781;"{""type"": ""Point"", ""coordinates"": [2.193442867808299, 48.968496267514055]}";43116;41167;211;CORMEILLES-EN-PARISIS;CORMEILLES-EN-PARISIS;CORMEILLES EN PARISIS;2659;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01852;;LIGNE J;29.0;LIGNE J-225;J;TRAIN;LIGNE J;1.0;854.0;SNCF;381863;1;0;640948.0091;6874584.8249;LUDOVIC.GUILLOT;2018-04-20T02:00:00+02:00;0
48.5356206226, 1.99590198765;"{""type"": ""Point"", ""coordinates"": [1.995901987654023, 48.5356206225617]}";47095;41292;241;DOURDAN-LA-FORÃ_T;DOURDAN-LA-FORET;DOURDAN-LA-FORET;2573;RER;1;0;1;0;0;0;0;RER_C;0;RER_C;0;0;0;0;A01840;;RER C;26.0;RER C-219;C;RER;RER C;2.0;803.0;SNCF;540179;1;1;625873.776;6826625.2525;LUDOVIC.GUILLOT;2018-04-23T02:00:00+02:00;1
49.0232063781, 2.36222298238;"{""type"": ""Point"", ""coordinates"": [2.362222982378249, 49.02320637806926]}";43073;41102;249;Ã‰COUEN-Ã‰ZANVILLE;ECOUEN-EZANVILLE;Ã‰COUEN Ã‰ZANVILLE;3056;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01849;;LIGNE H;20.0;LIGNE H-262;H;TRAIN;LIGNE H;1.0;853.0;SNCF;276394;1;0;653354.0641;6880555.8841;LUDOVIC.GUILLOT;2018-04-19T02:00:00+02:00;0
48.5824855969, 2.22243331383;"{""type"": ""Point"", ""coordinates"": [2.22243331383282, 48.58248559694799]}";415484;41319;254;Ã‰GLY;EGLY;EGLY;2567;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-197;C;RER;RER C;2.0;803.0;SNCF;545475;1;0;642647.8378;6831646.1589;LUDOVIC.GUILLOT;2018-04-23T02:00:00+02:00;0
48.805770376, 2.61939577899;"{""type"": ""Point"", ""coordinates"": [2.619395778989611, 48.805770376009484]}";43074;41034;963;Ã‰MERAINVILLE-PONTAULT-COMBAULT;EMERAINVILLE-PONTAULT-COMBAULT;EMERAINVILLE PONTAULT-COMBAULT;2939;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01843;;RER E;28.0;RER E-9;E;RER;RER E;2.0;805.0;SNCF;116046;1;0;672046.5097;6856255.7855;LUDOVIC.GUILLOT;2018-04-23T02:00:00+02:00;0
48.6694837261, 2.3326229292;"{""type"": ""Point"", ""coordinates"": [2.332622929198995, 48.669483726107565]}";43076;41307;257;Ã‰PINAY-SUR-ORGE;EPINAY-SUR-ORGE;EPINAY-SUR-ORGE;2554;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-158;C;RER;RER C;2.0;803.0;SNCF;545228;1;0;650856.7941;6841243.2827;LUDOVIC.GUILLOT;2018-04-23T02:00:00+02:00;0
